mode,first_candle,last_candle,last_close,train_window,abstain_z,test_points,selected_rmse,zero_return_rmse,all_feature_rmse,selected_direction_accuracy_when_speaking,last_return_direction_accuracy,momentum_6_direction_accuracy,selected_coverage,gate_passes,gate_reason,observer_wins
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,48,0.0,226,0.008986564555530045,0.00815027150132305,0.009304609226273077,0.47345132743362833,0.4911504424778761,0.5265486725663717,1.0,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 9, ""mixed_local"": 124, ""trend_context"": 74, ""volatility_state"": 19}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,48,0.15,226,0.008986564555530045,0.00815027150132305,0.009304609226273077,0.4620253164556962,0.4911504424778761,0.5265486725663717,0.6991150442477876,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 9, ""mixed_local"": 124, ""trend_context"": 74, ""volatility_state"": 19}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,48,0.3,226,0.008986564555530045,0.00815027150132305,0.009304609226273077,0.48214285714285715,0.4911504424778761,0.5265486725663717,0.49557522123893805,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 9, ""mixed_local"": 124, ""trend_context"": 74, ""volatility_state"": 19}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,48,0.5,226,0.008986564555530045,0.00815027150132305,0.009304609226273077,0.45901639344262296,0.4911504424778761,0.5265486725663717,0.26991150442477874,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 9, ""mixed_local"": 124, ""trend_context"": 74, ""volatility_state"": 19}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,48,0.8,226,0.008986564555530045,0.00815027150132305,0.009304609226273077,0.35294117647058826,0.4911504424778761,0.5265486725663717,0.0752212389380531,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 9, ""mixed_local"": 124, ""trend_context"": 74, ""volatility_state"": 19}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,72,0.0,202,0.008806726970755414,0.008272933728610096,0.00951618593769643,0.46534653465346537,0.5099009900990099,0.5346534653465347,1.0,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 32, ""mixed_local"": 116, ""trend_context"": 34, ""volatility_state"": 20}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,72,0.15,202,0.008806726970755414,0.008272933728610096,0.00951618593769643,0.46206896551724136,0.5099009900990099,0.5346534653465347,0.7178217821782178,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 32, ""mixed_local"": 116, ""trend_context"": 34, ""volatility_state"": 20}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,72,0.3,202,0.008806726970755414,0.008272933728610096,0.00951618593769643,0.4835164835164835,0.5099009900990099,0.5346534653465347,0.4504950495049505,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 32, ""mixed_local"": 116, ""trend_context"": 34, ""volatility_state"": 20}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,72,0.5,202,0.008806726970755414,0.008272933728610096,0.00951618593769643,0.40625,0.5099009900990099,0.5346534653465347,0.15841584158415842,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 32, ""mixed_local"": 116, ""trend_context"": 34, ""volatility_state"": 20}"
synthetic_offline,2026-03-15T18:40:00Z,2026-03-28T05:40:00Z,81471.2389900278,72,0.8,202,0.008806726970755414,0.008272933728610096,0.00951618593769643,0.5,0.5099009900990099,0.5346534653465347,0.039603960396039604,False,no validated live edge: rolling selected view did not clear fixed baselines,"{""flow_pressure"": 0, ""impulse"": 32, ""mixed_local"": 116, ""trend_context"": 34, ""volatility_state"": 20}"
